wards KBIfraction originalfration
E05000285 0.821428571429 0.676391382406
E05000286 0.865979381443 0.782204515272
E05000287 0.886363636364 0.389812889813
E05000288 0.878787878788 0.485923423423
E05000289 0.9 0.554495228528
E05000290 0.802325581395 0.600995024876
E05000291 0.756097560976 0.73118729097
E05000292 0.846153846154 0.66029143898
E05000293 0.797619047619 0.44901866922
E05000294 0.872093023256 0.360356138707
E05000295 0.896551724138 0.556082830026
E05000296 0.838709677419 0.363636363636
E05000297 0.769230769231 0.757385854969
E05000298 0.857142857143 0.732963549921
E05000299 0.910112359551 0.403451492537
E05000300 0.879518072289 0.53517364203
E05000301 0.857142857143 0.341754708314
E05000302 0.809523809524 0.359778597786
E05000303 0.818181818182 0.774588235294
E05000304 0.80487804878 0.352260198456
E05000305 0.871794871795 0.498994974874
E05000043 0.910569105691 0.605208333333
E05000044 0.899224806202 0.320580474934
E05000045 0.954838709677 0.639534883721
E05000046 0.952380952381 0.290456431535
E05000047 0.962121212121 0.515743756786
E05000048 0.95041322314 0.636532048907
E05000049 0.943548387097 0.459939658062
E05000050 0.884297520661 0.753851091142
E05000051 0.975409836066 0.794201975151
E05000052 0.98347107438 0.862955637186
E05000053 0.930769230769 0.746169916435
E05000054 0.842519685039 0.65697290152
E05000055 0.914893617021 0.76071922545
E05000056 0.915966386555 0.689384800965
E05000057 0.940298507463 0.674331883157
E05000058 0.942148760331 0.7150997151
E05000059 0.947826086957 0.780573025856
E05000060 0.848739495798 0.56853173113
E05000061 0.969465648855 0.567040115649
E05000062 0.902255639098 0.55250965251
E05000063 0.955882352941 0.509594882729
E05000128 0.990099009901 0.650292924741
E05000129 0.979797979798 0.501403705783
E05000130 0.961165048544 0.45813771518
E05000131 0.947916666667 0.330765745356
E05000132 0.979166666667 0.541108132261
E05000133 1.0 0.75291005291
E05000134 0.93023255814 0.382261640798
E05000135 1.0 0.679560649475
E05000136 0.989473684211 0.356668143553
E05000137 0.976744186047 0.427609427609
E05000138 0.963636363636 0.395579612088
E05000139 0.990740740741 0.316368078176
E05000140 0.875 0.363593823117
E05000141 0.969072164948 0.345289079229
E05000142 0.954128440367 0.345349354695
E05000143 0.990566037736 0.252504173623
E05000144 0.990384615385 0.635700389105
E05000145 0.950980392157 0.533777777778
E05000026 0.858695652174 0.208205128205
E05000027 0.819444444444 0.422945205479
E05000028 0.827160493827 0.336375488918
E05000029 0.816901408451 0.459218642906
E05000030 0.779220779221 0.51986970684
E05000031 0.7875 0.319117647059
E05000032 0.913580246914 0.21065230401
E05000033 0.846153846154 0.361244019139
E05000034 0.866666666667 0.377643504532
E05000035 0.867469879518 0.384509624198
E05000036 0.915492957746 0.409574468085
E05000037 0.882352941176 0.397930385701
E05000038 0.733333333333 0.311029411765
E05000039 0.8 0.257048092869
E05000040 0.884057971014 0.388546255507
E05000041 0.763157894737 0.403181189488
E05000042 0.802631578947 0.460227272727
E05000475 0.901785714286 0.253933803581
E05000476 0.902654867257 0.15775988287
E05000477 0.935185185185 0.216599190283
E05000478 0.933333333333 0.313985627418
E05000479 0.875 0.28274559194
E05000480 0.923076923077 0.152506963788
E05000481 0.922330097087 0.110033444816
E05000482 0.857142857143 0.213094245204
E05000483 0.926229508197 0.216924910608
E05000484 0.925373134328 0.206543161214
E05000485 0.948717948718 0.111435997401
E05000486 0.884955752212 0.129328621908
E05000487 0.920353982301 0.140105740181
E05000488 0.918918918919 0.152173913043
E05000489 0.919642857143 0.185390858607
E05000490 0.931034482759 0.225682593857
E05000491 0.950617283951 0.391980360065
E05000492 0.951388888889 0.285781766651
E05000493 0.904761904762 0.15043074884
E05000494 0.913793103448 0.22852081488
E05000573 0.934579439252 0.206851119895
E05000575 0.954545454545 0.420415224913
E05000576 0.91452991453 0.331785563529
E05000577 0.93 0.340928632846
E05000580 0.957627118644 0.280940139552
E05000586 0.982142857143 0.245626822157
E05000587 0.964705882353 0.2890625
E05000584 0.923076923077 0.187222412026
E05000585 0.990384615385 0.494548626254
E05000588 0.92380952381 0.274364896074
E05000589 0.966386554622 0.227199354318
E05000146 0.93893129771 0.490269461078
E05000147 0.916666666667 0.595590892664
E05000148 0.974358974359 0.266548042705
E05000149 0.93893129771 0.253511235955
E05000150 0.936170212766 0.779411764706
E05000151 0.90099009901 0.761019005257
E05000152 0.927419354839 0.657673440785
E05000153 0.931297709924 0.605842506351
E05000154 0.972602739726 0.362956810631
E05000155 0.90099009901 0.745799070433
E05000156 0.929203539823 0.777523809524
E05000157 0.92 0.489566613162
E05000158 0.975806451613 0.400134952767
E05000159 0.928571428571 0.752339812815
E05000160 0.948453608247 0.825291181364
E05000161 0.937984496124 0.257119609439
E05000162 0.956989247312 0.801873198847
E05000163 0.943925233645 0.696094519199
E05000164 0.927419354839 0.363903154806
E05000165 0.957264957265 0.296735905045
E05000166 0.95041322314 0.408605974395
E05000167 0.944444444444 0.486242476354
E05000168 0.951219512195 0.260376019865
E05000169 0.932773109244 0.377042646473
E05000555 0.935064935065 0.642728904847
E05000556 0.948717948718 0.691004672897
E05000557 0.897435897436 0.787674779907
E05000558 0.909090909091 0.73956043956
E05000559 0.958333333333 0.758346581876
E05000560 0.935897435897 0.799335863378
E05000561 0.878048780488 0.743784880771
E05000562 0.952941176471 0.512773722628
E05000563 0.875 0.701202060675
E05000564 0.917647058824 0.564673157163
E05000565 0.923076923077 0.682805710739
E05000566 0.860759493671 0.706957132818
E05000567 0.90243902439 0.685426540284
E05000568 0.935064935065 0.673483779972
E05000569 0.950617283951 0.67129135539
E05000570 0.924050632911 0.685135855088
E05000571 0.915662650602 0.554356206631
E05000572 0.931818181818 0.723581467985
E05000170 0.915254237288 0.504012227742
E05000171 0.907407407407 0.599197778463
E05000172 0.745098039216 0.192255892256
E05000173 0.973913043478 0.704332755633
E05000174 0.929824561404 0.656970154892
E05000175 0.923611111111 0.466691900076
E05000176 0.919642857143 0.466317365269
E05000177 0.859375 0.367512690355
E05000178 0.833333333333 0.489727306687
E05000179 0.942148760331 0.703028091937
E05000180 0.875 0.478388998035
E05000181 0.838095238095 0.223411371237
E05000183 0.830357142857 0.457831325301
E05000182 0.981132075472 0.587523870146
E05000184 0.772727272727 0.460120391272
E05000185 0.811320754717 0.361397934869
E05000186 0.828571428571 0.245192307692
E05000187 0.888888888889 0.491440080564
E05000188 0.902654867257 0.501920122888
E05000189 0.89 0.122335766423
E05000190 0.878504672897 0.128988915015
E05000191 0.971962616822 0.685370051635
E05000192 0.952380952381 0.577073807969
E05000324 0.770833333333 0.282496480526
E05000325 0.801886792453 0.336130742049
E05000326 0.616071428571 0.645650904845
E05000327 0.827586206897 0.772727272727
E05000328 0.692307692308 0.5625
E05000329 0.778947368421 0.820364741641
E05000330 0.649122807018 0.755294117647
E05000331 0.782608695652 0.517958412098
E05000332 0.744680851064 0.683111954459
E05000333 0.75 0.847982708934
E05000334 0.804597701149 0.795887850467
E05000335 0.77380952381 0.815159574468
E05000336 0.775280898876 0.77538883806
E05000337 0.679611650485 0.301500682128
E05000338 0.734042553191 0.676119402985
E05000339 0.71568627451 0.284242164019
E05000340 0.723404255319 0.757939914163
E05000341 0.675213675214 0.621156852527
E05000342 0.628571428571 0.597750401714
E05000343 0.710843373494 0.814124783362
E05000344 0.789473684211 0.320305052431
E05000345 0.652631578947 0.553256238588
E05000193 0.990990990991 0.362803481448
E05000194 0.944444444444 0.635178004935
E05000195 0.93137254902 0.615200955034
E05000196 0.926605504587 0.745222929936
E05000197 0.99173553719 0.193376068376
E05000198 0.936936936937 0.39176124422
E05000199 0.955357142857 0.357142857143
E05000200 0.95 0.749834983498
E05000201 0.982456140351 0.271563088512
E05000202 0.922330097087 0.719477769936
E05000203 0.922330097087 0.352143482065
E05000204 0.955357142857 0.2395256917
E05000205 0.974358974359 0.466462246071
E05000206 0.917431192661 0.264953478068
E05000207 0.93137254902 0.445707070707
E05000208 0.946428571429 0.641713370697
E05000209 0.953703703704 0.582258694803
E05000210 0.884955752212 0.6821779044
E05000211 0.97 0.431661750246
E05000212 0.95041322314 0.238203957382
E05000213 0.932692307692 0.637581462708
E05000266 0.977272727273 0.462549800797
E05000267 0.943925233645 0.288596902863
E05000268 0.933962264151 0.154353562005
E05000269 0.990099009901 0.44489465154
E05000270 0.989361702128 0.505289885738
E05000271 0.97247706422 0.256505576208
E05000272 1.0 0.606880733945
E05000273 0.969696969697 0.275994865212
E05000274 1.0 0.502822580645
E05000275 0.953271028037 0.226202158979
E05000276 0.989898989899 0.136120996441
E05000278 0.954954954955 0.295987286452
E05000277 0.947368421053 0.192151556157
E05000279 0.936170212766 0.261471518987
E05000280 0.945945945946 0.176650634018
E05000281 0.954128440367 0.167956304051
E05000282 0.93137254902 0.221408966148
E05000283 0.956043956044 0.182415361294
E05000284 0.910714285714 0.240554758489
E05000214 0.880733944954 0.354868061874
E05000215 0.942307692308 0.594489579654
E05000216 0.822429906542 0.393079315708
E05000217 0.851485148515 0.688995215311
E05000218 0.886597938144 0.646586345382
E05000219 0.88 0.672701949861
E05000220 0.907894736842 0.473759884975
E05000221 0.81954887218 0.269736842105
E05000222 0.946564885496 0.452788917244
E05000223 0.87037037037 0.493230174081
E05000224 0.77 0.535826949076
E05000225 0.946428571429 0.452341824158
E05000226 0.776859504132 0.303463203463
E05000227 0.871287128713 0.447275578205
E05000228 0.865671641791 0.263111502865
E05000229 0.842975206612 0.230361445783
E05000230 0.892086330935 0.313967369678
E05000437 0.932692307692 0.342947037231
E05000438 0.954128440367 0.490249609984
E05000439 0.95 0.253261703761
E05000440 0.839285714286 0.355900151286
E05000441 0.947826086957 0.334069981584
E05000442 0.941747572816 0.407940161105
E05000443 0.95867768595 0.230899830221
E05000444 0.982142857143 0.406261932035
E05000445 0.9 0.504807692308
E05000446 0.893805309735 0.269273743017
E05000447 0.955357142857 0.43500338524
E05000448 0.911764705882 0.306425702811
E05000449 0.941666666667 0.190736842105
E05000450 0.940677966102 0.364245416079
E05000451 0.945454545455 0.256312529776
E05000452 0.957983193277 0.385154061625
E05000453 0.937007874016 0.202131438721
E05000454 0.959595959596 0.369183040331
E05000306 0.741071428571 0.631578947368
E05000307 0.734693877551 0.793629727936
E05000308 0.773195876289 0.643805309735
E05000309 0.747368421053 0.812345679012
E05000310 0.839622641509 0.577070063694
E05000311 0.731958762887 0.737350328312
E05000312 0.747474747475 0.703046839472
E05000313 0.835051546392 0.737660944206
E05000314 0.763440860215 0.578877887789
E05000315 0.77 0.735586481113
E05000316 0.818181818182 0.759541984733
E05000317 0.813725490196 0.813294587722
E05000318 0.726315789474 0.657338663621
E05000319 0.714285714286 0.713502109705
E05000320 0.849056603774 0.737304314624
E05000321 0.831683168317 0.632879475542
E05000322 0.757281553398 0.804795961296
E05000323 0.732673267327 0.821230869424
E05000495 0.867924528302 0.455020530049
E05000496 0.852631578947 0.558575803982
E05000497 0.931818181818 0.653193612774
E05000498 0.871287128713 0.447161975081
E05000499 0.966666666667 0.673913043478
E05000500 0.917525773196 0.499124343257
E05000501 0.881188118812 0.198420074349
E05000502 0.833333333333 0.439387494683
E05000503 0.842105263158 0.622616984402
E05000504 0.905263157895 0.617953165655
E05000505 0.787234042553 0.313173933427
E05000506 0.86170212766 0.588888888889
E05000507 0.927927927928 0.149294670846
E05000508 0.765306122449 0.34991708126
E05000509 0.939024390244 0.818144499179
E05000510 0.820512820513 0.315321252059
E05000511 0.931818181818 0.60075865339
E05000512 0.779816513761 0.304727850616
E05000513 0.947916666667 0.6171875
E05000514 0.794117647059 0.283115671642
E05000515 0.920454545455 0.547566371681
E05000416 0.951219512195 0.454050785973
E05000417 0.984496124031 0.319804584743
E05000418 1.0 0.587099811676
E05000419 0.982456140351 0.513213981245
E05000420 0.944 0.133506879881
E05000421 0.968503937008 0.334449560486
E05000422 0.920792079208 0.340588988476
E05000423 0.974576271186 0.290915277305
E05000424 0.962962962963 0.308697427521
E05000425 0.942028985507 0.343737957611
E05000426 0.984 0.395131845842
E05000427 0.982456140351 0.381533101045
E05000428 0.974137931034 0.450331125828
E05000429 0.956896551724 0.330572289157
E05000430 0.991071428571 0.421142369991
E05000431 0.972222222222 0.362828282828
E05000432 0.991304347826 0.377276669558
E05000433 0.989473684211 0.406125696102
E05000434 0.95145631068 0.421868787276
E05000435 0.966386554622 0.225574712644
E05000436 0.972972972973 0.302952503209
E05000534 0.970297029703 0.22577891592
E05000535 0.929203539823 0.202482544608
E05000536 0.961240310078 0.455913978495
E05000537 0.976 0.380390561432
E05000538 0.966666666667 0.464594127807
E05000539 0.959183673469 0.41573926868
E05000540 0.988888888889 0.289915966387
E05000541 0.957446808511 0.215962441315
E05000542 0.96062992126 0.462406015038
E05000543 0.960784313725 0.202764976959
E05000544 0.946428571429 0.294398092968
E05000545 0.952380952381 0.221112076455
E05000546 0.971428571429 0.141632500932
E05000547 0.961165048544 0.351487060641
E05000548 0.975409836066 0.58932238193
E05000549 0.926605504587 0.471420794774
E05000550 0.951923076923 0.394091415831
E05000551 0.938144329897 0.300907911803
E05000552 0.964912280702 0.641954022989
E05000553 0.966386554622 0.246126760563
E05000554 0.988764044944 0.602965958881
E05000455 1.0 0.561412756985
E05000456 0.930555555556 0.622277227723
E05000457 0.943181818182 0.354869816779
E05000458 0.939759036145 0.289719626168
E05000459 1.0 0.68609406953
E05000460 0.975609756098 0.220447284345
E05000461 0.947368421053 0.268281535649
E05000462 0.973333333333 0.76557191393
E05000463 0.961538461538 0.280649038462
E05000464 0.905405405405 0.347336065574
E05000465 0.885714285714 0.619895287958
E05000466 0.972602739726 0.612934362934
E05000467 0.958904109589 0.311011904762
E05000468 0.945945945946 0.387732132808
E05000469 0.973333333333 0.721463414634
E05000470 0.857142857143 0.427383592018
E05000471 1.0 0.671743697479
E05000472 0.984615384615 0.881280788177
E05000473 0.92 0.601866251944
E05000474 0.988095238095 0.692307692308
E05000610 0.98347107438 0.701824212272
E05000611 0.983333333333 0.577398863256
E05000612 0.992063492063 0.627251104315
E05000613 0.968253968254 0.750828119249
E05000614 0.991935483871 0.69293078056
E05000615 0.895652173913 0.356354462315
E05000616 0.966666666667 0.335761359695
E05000617 0.966386554622 0.405634890004
E05000618 0.991596638655 0.659510231466
E05000619 0.991452991453 0.71108815427
E05000620 0.940740740741 0.544790465206
E05000621 0.952380952381 0.465447154472
E05000623 0.991666666667 0.670658682635
E05000624 0.984375 0.653113087675
E05000622 0.985507246377 0.674743024963
E05000625 0.983606557377 0.777356103732
E05000626 0.9765625 0.353431686979
E05000627 0.991596638655 0.760768721007
E05000628 0.976377952756 0.604808414726
E05000629 0.974137931034 0.703689167975
E05000231 0.967032967033 0.254256526674
E05000232 0.934065934066 0.206388206388
E05000234 0.968421052632 0.191774033697
E05000235 0.966101694915 0.179990649836
E05000236 0.972727272727 0.324644549763
E05000237 0.938775510204 0.155445097153
E05000238 0.96 0.153543307087
E05000239 0.946428571429 0.250289017341
E05000241 0.923076923077 0.14797008547
E05000242 0.943396226415 0.16261682243
E05000246 0.987012987013 0.416605972323
E05000248 0.95 0.213721618954
E05000366 0.98 0.470953436807
E05000367 0.983739837398 0.429219600726
E05000368 0.946902654867 0.360513055428
E05000369 0.947916666667 0.436464088398
E05000370 0.979381443299 0.457410142787
E05000371 0.946428571429 0.221407624633
E05000372 0.989247311828 0.420026007802
E05000373 0.983606557377 0.3469665985
E05000374 0.978021978022 0.255969836615
E05000375 0.96694214876 0.296546546547
E05000376 0.959183673469 0.301075268817
E05000377 0.970297029703 0.337696335079
E05000378 0.919191919192 0.301501251043
E05000379 0.989583333333 0.463459759482
E05000380 0.969072164948 0.493168796827
E05000381 0.933333333333 0.216196673897
E05000590 0.95145631068 0.241465863454
E05000591 0.936842105263 0.192480359147
E05000592 0.892156862745 0.335025380711
E05000593 0.987654320988 0.750433275563
E05000594 0.90243902439 0.758333333333
E05000595 0.875 0.285286783042
E05000596 0.964601769912 0.258932509925
E05000597 0.926829268293 0.56161891769
E05000598 0.940476190476 0.652952565344
E05000599 0.917431192661 0.28736234924
E05000600 0.904255319149 0.243697478992
E05000601 0.933333333333 0.244653550043
E05000602 0.941860465116 0.662915601023
E05000603 0.929203539823 0.207341670028
E05000604 0.950980392157 0.220759493671
E05000605 0.950980392157 0.308724832215
E05000606 0.939393939394 0.188944268237
E05000607 0.929411764706 0.565346534653
E05000608 0.908163265306 0.246692274861
E05000609 0.887755102041 0.291785860237
E05000346 0.723404255319 0.53052917232
E05000347 0.920353982301 0.478107032287
E05000348 0.977528089888 0.735872750105
E05000349 0.977777777778 0.728460596162
E05000350 0.695652173913 0.264220183486
E05000351 0.781609195402 0.502307692308
E05000352 0.752293577982 0.502153846154
E05000353 0.827586206897 0.507996953542
E05000354 0.779069767442 0.567367119901
E05000355 0.826086956522 0.354721549637
E05000356 0.817204301075 0.334498834499
E05000357 0.833333333333 0.259221311475
E05000358 0.857142857143 0.379963065559
E05000359 0.787037037037 0.289833822092
E05000360 0.885057471264 0.514663362247
E05000361 0.83 0.278582930757
E05000362 0.833333333333 0.491282051282
E05000363 0.941176470588 0.610147441457
E05000364 0.903846153846 0.509011203117
E05000365 0.978723404255 0.718511878082
E05000400 0.913043478261 0.688445251059
E05000401 0.893333333333 0.702089552239
E05000402 0.973684210526 0.643410852713
E05000403 0.913978494624 0.642744892614
E05000404 0.846153846154 0.658035034273
E05000405 0.792207792208 0.706284153005
E05000406 0.9375 0.751361161525
E05000407 0.930555555556 0.686363636364
E05000408 0.923913043478 0.64474624732
E05000409 0.820512820513 0.464788732394
E05000410 0.902777777778 0.726788882318
E05000411 0.941176470588 0.675626145388
E05000412 0.944444444444 0.649292149292
E05000413 0.928571428571 0.692590324556
E05000414 0.864864864865 0.610033444816
E05000415 0.971428571429 0.71772428884
E05000516 1.0 0.836589698046
E05000517 1.0 0.81764935572
E05000518 0.947368421053 0.677270395074
E05000519 0.9375 0.715867158672
E05000520 0.947368421053 0.732787674531
E05000521 0.833333333333 0.712139423077
E05000522 0.87012987013 0.751330430576
E05000523 0.858974358974 0.67573964497
E05000524 1.0 0.766302146618
E05000525 0.964285714286 0.766855154415
E05000526 0.939759036145 0.751065643649
E05000528 0.988505747126 0.780751173709
E05000529 0.961538461538 0.732850241546
E05000527 1.0 0.704195205479
E05000530 0.95 0.740213523132
E05000531 0.951807228916 0.726909635547
E05000532 0.822784810127 0.665781083953
E05000533 0.92 0.664553618595
E05000250 0.989473684211 0.642946317104
E05000251 0.964601769912 0.470566860465
E05000252 0.961165048544 0.670625856556
E05000253 0.913043478261 0.336105336105
E05000254 0.978260869565 0.640304907099
E05000255 0.96875 0.619429590018
E05000256 0.96875 0.526781761842
E05000257 0.988888888889 0.800907029478
E05000258 0.989795918367 0.591890700749
E05000259 0.983050847458 0.808896210873
E05000260 0.964705882353 0.842783505155
E05000261 0.952941176471 0.677894736842
E05000262 0.980198019802 0.698121450415
E05000263 0.91 0.452146690519
E05000264 0.977777777778 0.765504753282
E05000265 0.969387755102 0.346094946401
E05000382 0.987804878049 0.854138398915
E05000383 1.0 0.860714285714
E05000384 1.0 0.859122401848
E05000385 0.942028985507 0.531411677753
E05000386 1.0 0.892074198988
E05000388 0.987179487179 0.719188767551
E05000389 0.95652173913 0.380473797559
E05000391 1.0 0.825508058865
E05000392 0.970588235294 0.721871049305
E05000393 0.930555555556 0.481859410431
E05000394 0.96875 0.785772690106
E05000395 1.0 0.882943143813
E05000396 0.986842105263 0.856524873828
E05000397 1.0 0.894736842105
E05000399 1.0 0.890769230769
E05000630 0.988764044944 0.82154515778
E05000631 1.0 0.709582598471
E05000632 0.980769230769 0.767741935484
E05000634 0.988235294118 0.264880952381
E05000633 0.918918918919 0.5625
E05000635 0.903225806452 0.370935960591
E05000636 0.990476190476 0.743339831059
E05000637 1.0 0.903277378097
E05000638 0.991150442478 0.741267021906
E05000639 0.988095238095 0.692636072572
E05000640 0.9625 0.604754007739
E05000641 0.989130434783 0.815021725636
E05000642 0.94623655914 0.324657534247
E05000643 0.989795918367 0.691061452514
E05000644 1.0 0.710012210012
E05000645 0.971830985915 0.72
E05000646 0.987804878049 0.672985781991
E05000647 0.975308641975 0.751399776036
E05000649 0.989473684211 0.688389513109
E05000648 0.936842105263 0.332063146434
